Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2022-05-31,1404.7608642578125,1418.2143033837006,1390.326515286447,1411.3941231047504,16033857
2022-06-01,1381.3575439453125,1415.1778909003274,1375.3314663437072,1413.5429271709493,8738508
2022-06-02,1408.87158203125,1414.337009324754,1378.6013740378207,1386.4492226355271,7205840
2022-06-03,1421.6710205078125,1452.7820909681764,1418.2142855882262,1424.660736968286,9395707
2022-06-06,1429.4722900390625,1435.5916577089301,1394.8577242051128,1416.3458204252854,6624883
2022-06-07,1407.6571044921875,1419.9427127025706,1403.826640598364,1419.9427127025706,4904592
2022-06-08,1401.3975830078125,1420.2696915072402,1393.923462565104,1420.2696915072402,4697608
2022-06-09,1415.411376953125,1417.2331479585212,1384.1135016211583,1387.3834288946473,4361061
2022-06-10,1379.7225341796875,1395.7450869561649,1376.7328178895402,1388.4111298525793,6516436
2022-06-13,1330.8604736328125,1348.7049120706336,1318.9018361839383,1348.7049120706336,6987685
2022-06-14,1345.85546875,1353.656558559691,1310.9139355280222,1317.313627861265,6090247
2022-06-15,1328.7117919921875,1351.3210760506447,1325.582026687208,1345.5285639490085,4651958
2022-06-16,1305.35498046875,1348.8450607739285,1300.496848205928,1343.4730371552619,6641772
2022-06-17,1296.10595703125,1305.1215235794307,1277.280493354915,1299.6094509891525,9692047
2022-06-20,1321.19091796875,1328.8518456136492,1291.1542743771815,1298.6751535040837,4595194
2022-06-21,1354.5909423828125,1360.2899364778064,1329.225623024587,1330.393454357415,6270787
2022-06-22,1342.7723388671875,1363.6531383044141,1340.6702426678826,1341.651266512632,6253366
2022-06-23,1356.9732666015625,1362.1584834016473,1338.8018564571746,1345.1549046044834,6254281
2022-06-24,1346.3692626953125,1371.0338813946832,1334.9712753644767,1362.1583639342066,6114340
2022-06-27,1377.6669921875,1386.4491050149907,1368.838234542836,1371.5476255491692,4511097
2022-06-28,1382.8524169921875,1390.4199409808625,1357.4870984345328,1372.4353390229378,4412178
2022-06-29,1367.063232421875,1379.9093759009802,1361.224076295009,1368.4178710249007,5060038
2022-06-30,1365.802001953125,1384.5807053090439,1359.3555507588792,1368.744959459848,9165177
2022-07-01,1382.151611328125,1387.3834723202642,1347.5370487740513,1358.4212584199759,4651635
2022-07-04,1390.186279296875,1394.1569054306194,1365.8953900080855,1382.9457257588706,4800224
2022-07-05,1378.928466796875,1410.6934787702614,1375.238165436025,1400.2765146099289,7379669
2022-07-06,1393.5963134765625,1401.397402876707,1373.369454819173,1384.7674414108317,5209162
2022-07-07,1400.1829833984375,1414.4305253965072,1397.3801882512762,1404.2471275986425,3323472
2022-07-08,1414.897705078125,1417.2333677786046,1401.3508614153432,1415.4115964906425,3652582
2022-07-11,1376.3125,1401.3040886127371,1370.0062112846365,1396.7261673286766,4702638
2022-07-12,1344.03369140625,1372.0616431832996,1341.6046250614445,1365.7087092081183,4710356
2022-07-13,1349.4990234375,1364.026889696165,1344.0335960379898,1354.6842397667392,5264025
2022-07-14,1334.924560546875,1357.4403248803944,1321.050747710044,1355.6185536967992,6157606
2022-07-15,1336.325927734375,1350.9471978788517,1317.9209527454436,1350.9471978788517,5620018
2022-07-18,1391.9613037109375,1395.4180382384072,1352.8623402756011,1354.6841112205632,5835171
2022-07-19,1386.5894775390625,1389.111947520673,1373.4630081501748,1374.8177608815047,3418540
2022-07-20,1415.6917724609375,1425.5015547692901,1401.397472621788,1402.565303848973,5079392
2022-07-21,1432.134765625,1434.5170728214896,1404.293624477916,1417.2799301008313,5008061
2022-07-22,1407.2833251953125,1438.7680080650846,1394.0634534808364,1433.1624184232726,7020642
2022-07-25,1404.7608642578125,1417.420200924212,1382.805636241003,1382.805636241003,7859626
2022-07-26,1355.7586669921875,1398.2677241608646,1350.0129144777668,1398.2677241608646,7268273
2022-07-27,1374.3505859375,1376.17235708509,1350.0129368553667,1355.618526904593,4517285
2022-07-28,1417.6536865234375,1424.2401861261328,1391.9146410135538,1398.0341221778472,6636841
2022-07-29,1447.8304443359375,1453.4360344112592,1427.5569391819329,1432.041456860599,7009465
2022-08-01,1449.0919189453125,1461.1906062881733,1436.8063101561256,1461.1906062881733,2983249
2022-08-02,1442.1314697265625,1445.3079936206477,1427.8839280958484,1444.887619977823,4374635
2022-08-03,1463.15234375,1466.7959999348375,1438.674647203889,1447.176435604499,6011955
2022-08-04,1494.730712890625,1498.4210143100418,1471.4207308949524,1483.1458031778568,7402209
2022-08-05,1510.3795166015625,1518.8345463206253,1496.9728368246035,1502.6718304457545,5361971
2022-08-08,1512.9488525390625,1515.3779188723158,1491.0870274477288,1510.7065935983567,3763409
2022-08-10,1497.113037109375,1514.6305074211764,1483.7063559732826,1514.6305074211764,4423829
2022-08-11,1513.4625244140625,1524.1131681056208,1509.7722233232334,1522.8519331787563,3462090
2022-08-12,1489.311767578125,1507.9036633116793,1485.6214665607938,1507.249723450335,3562286
2022-08-16,1491.50732421875,1503.232395670386,1486.5090292424748,1503.232395670386,3004430
2022-08-17,1500.6632080078125,1506.0352319430935,1480.8100760730788,1491.5073650736197,4067324
2022-08-18,1478.894775390625,1493.142317018843,1470.5331490370638,1489.311853226363,4635706
2022-08-19,1492.11474609375,1499.402059383218,1480.9035650613566,1481.0904865061818,4739884
2022-08-22,1472.0745849609375,1493.8896486406397,1470.5330249908486,1481.7442043427482,3950555
2022-08-23,1441.010498046875,1452.3150828299767,1432.2283833890988,1446.2423597431996,5551574
2022-08-24,1436.4326171875,1444.3738706808942,1430.3598939278454,1434.0969543953252,2888426
2022-08-25,1418.354248046875,1446.8959716562977,1414.2434597724393,1446.2420318597763,4331088
2022-08-26,1421.5308837890625,1443.392592436049,1417.7003062478245,1434.236864331127,3079136
2022-08-29,1365.661865234375,1372.0149128596886,1354.684251472443,1372.0149128596886,8079050
2022-08-30,1394.810791015625,1397.7537483741407,1369.6323966010168,1376.2656548394727,6725875
2022-09-01,1367.950927734375,1371.5945844706928,1355.6654327810716,1364.0738187667123,8140604
2022-09-02,1357.487060546875,1380.8436858143712,1352.8157354933758,1380.8436858143712,5175653
2022-09-05,1365.2413330078125,1370.5665972765782,1351.2740044375462,1355.6183589968064,3669352
2022-09-06,1359.4488525390625,1373.36942255649,1350.4331733164795,1365.2413634291515,3428442
2022-09-07,1361.8314208984375,1369.3989447050344,1343.5198494274314,1345.3416205869005,3600574
2022-09-08,1378.8817138671875,1383.7398461697105,1367.3902089358094,1378.040852571669,4061475
2022-09-09,1412.28173828125,1420.0828283779374,1382.7122276311495,1390.1863477805073,4816910
2022-09-12,1435.2178955078125,1444.2803347393096,1421.1572752139393,1425.5016304188198,5494819
2022-09-13,1443.392822265625,1450.9137019475784,1439.9828458835789,1449.886033145618,4947158
2022-09-14,1378.41455078125,1400.4164222572201,1375.2380270942474,1398.5946511957122,14332197
2022-09-15,1338.6148681640625,1378.2276108719295,1335.111374595842,1378.0408035000303,12784100
2022-09-16,1286.5296630859375,1331.327624190283,1278.4014891632687,1331.327624190283,20464045
2022-09-19,1298.90869140625,1313.5766064717723,1289.846252364998,1300.4968963077574,6595241
2022-09-20,1297.273681640625,1320.6303061053943,1294.0503990368761,1315.3983309884716,7219797
2022-09-21,1286.716552734375,1297.5073597861367,1278.4483297699744,1289.1923779503666,7917054
2022-09-22,1278.02783203125,1292.976072860516,1270.600470487619,1276.5330307575286,9168498
2022-09-23,1275.6920166015625,1303.1127838251584,1272.4688481772282,1277.607305346813,10426200
2022-09-26,1289.5194091796875,1307.457253549501,1265.9292153149622,1270.6005408327296,9414587
2022-09-27,1301.945068359375,1314.0437547882518,1287.4172016339928,1301.8515506202607,8561254
2022-09-28,1303.019287109375,1313.4363641667424,1286.482843024417,1288.3513729344015,7022098
2022-09-29,1306.709716796875,1317.1734387919971,1301.4310969326327,1312.5488728312102,6119965
2022-09-30,1320.536865234375,1326.0024069140748,1285.548685368023,1297.6473719265869,8120130
2022-10-03,1302.1318359375,1319.1821720852017,1294.8912822309417,1319.1821720852017,4943169
2022-10-04,1335.4383544921875,1338.1009868147155,1321.0506513220512,1326.3759159671074,6631341
2022-10-06,1359.4957275390625,1363.8400825662466,1349.1720537467447,1350.0129150497514,6180672
2022-10-07,1355.8052978515625,1362.0181827983595,1345.4817382159547,1351.274135492747,3994466
2022-10-10,1366.502685546875,1368.6981854241883,1332.588821409084,1332.588821409084,5274677
2022-10-11,1330.2064208984375,1382.3850931723864,1326.74957231313,1366.502589745107,12824774
2022-10-12,1334.784423828125,1346.3693331923362,1320.6303996368538,1342.5388693180314,5481467
2022-10-13,1326.56298828125,1343.4264042727966,1321.9850666546536,1336.9333076910314,4821514
2022-10-14,1377.34033203125,1395.7920678681958,1370.800476291573,1387.3836819171825,14990688
2022-10-17,1392.0081787109375,1396.7262628761878,1378.5080942299767,1379.8160881214742,4286396
2022-10-18,1404.854248046875,1411.6276693603506,1398.8282843588122,1410.7401632204417,4692004
2022-10-19,1387.8038330078125,1406.021999646347,1383.926724677962,1405.134493556722,3553171
2022-10-20,1402.2384033203125,1405.1346020978785,1377.2934586453487,1378.0409162861508,4583939
2022-10-21,1401.8646240234375,1407.0030814923673,1393.3160765159234,1401.6778166429754,3594485
2022-10-24,1418.0740966796875,1421.7645118292949,1411.674404287456,1418.6813917342831,982837
2022-10-25,1425.9688720703125,1432.1349989397945,1421.0639802804465,1427.6504808277896,3914341
2022-10-27,1439.332763671875,1449.6748350568096,1428.518570035496,1445.8025102560136,6760137
2022-10-28,1429.22705078125,1443.110789661149,1423.3240809696638,1441.269109196886,3053981
2022-10-31,1452.2723388671875,1460.5364970067683,1445.2831992106653,1445.2831992106653,4542336
2022-11-01,1485.659423828125,1487.548374144499,1461.1974941726066,1466.8171905392458,4542692
2022-11-02,1467.0533447265625,1485.4233408795883,1459.2141546075115,1484.7149844938565,2938906
2022-11-03,1445.7552490234375,1458.1751195584152,1437.1605487331522,1453.3110497695995,3174027
2022-11-04,1429.9354248046875,1436.0272436084686,1417.7989417807726,1436.0272436084686,4509682
2022-11-07,1423.749267578125,1443.063856946647,1408.307119235288,1436.9247673987231,4898592
2022-11-09,1427.290771484375,1444.1024749288151,1417.7515957221951,1444.1024749288151,3334755
2022-11-10,1418.554443359375,1428.0464649876537,1402.5456352557312,1402.5456352557312,3435763
2022-11-11,1482.92041015625,1486.131648725158,1460.7725140027178,1460.7725140027178,7214098
2022-11-14,1497.2764892578125,1503.03776456757,1481.361990875597,1487.690043504655,4908813
2022-11-15,1505.4932861328125,1509.1294921531414,1485.423190567993,1490.2399904450758,3497614
2022-11-16,1513.804931640625,1519.6606318989184,1505.0212659607996,1508.4686235788981,4497697
2022-11-17,1499.260009765625,1513.8049514301815,1495.0570257981765,1508.5157978849704,3469515
2022-11-18,1504.9267578125,1509.2713205327793,1488.0206292236508,1503.3210808492718,3126064
2022-11-21,1481.1260986328125,1499.685061076786,1477.2066184265336,1494.2543281777228,3071764
2022-11-22,1497.040283203125,1499.8264385936404,1475.270086324475,1481.881411935404,3399329
2022-11-23,1495.245849609375,1503.6044315883096,1491.6096433577904,1500.6765816958277,3245067
2022-11-24,1539.3056640625,1545.1613639458326,1496.7570119273582,1500.7710313630366,5282215
2022-11-25,1544.8309326171875,1552.717277727215,1524.194171905385,1540.816912890703,4563255
2022-11-28,1533.260986328125,1561.6896653728998,1530.049747749681,1537.6055489731361,3825766
2022-11-29,1538.5972900390625,1547.7586528819622,1525.3746379320617,1531.1830678737356,3131710
2022-11-30,1544.169677734375,1554.3700559823376,1523.580187608322,1530.0025497746392,11868134
2022-12-01,1565.08984375,1579.7292094705547,1560.556431928097,1564.2397930045233,5407928
2022-12-02,1546.9559326171875,1569.5289126562202,1543.2251864512484,1564.050910451936,4283343
2022-12-05,1548.7032470703125,1553.520047649621,1533.1666757673513,1547.050415429896,3824966
2022-12-06,1523.343994140625,1535.7165955605278,1518.2910751411368,1534.7721204095067,4822398
2022-12-07,1516.35498046875,1533.6389232799295,1508.0435523349004,1518.7161685417316,4898087
2022-12-08,1530.1915283203125,1533.7333103434164,1509.7436170484489,1516.3549434915763,4206837
2022-12-09,1482.1650390625,1537.6056894891653,1474.420272925267,1537.6056894891653,8880658
2022-12-12,1461.2918701171875,1479.0007787452835,1445.0942139259216,1463.936446589266,8037679
2022-12-13,1484.8568115234375,1489.9097311347348,1455.578078296701,1461.292084476807,6135067
2022-12-14,1491.7042236328125,1500.2989252958914,1485.6595590119214,1494.1598362090651,4976020
2022-12-15,1454.9639892578125,1482.8260065788807,1450.0054946498258,1482.1649200814338,6443866
2022-12-16,1437.6800537109375,1463.4642718981172,1428.0937229956533,1440.3246302966304,9630453
2022-12-19,1423.65478515625,1432.6745701649377,1412.0378084292465,1424.221447263744,6222740
2022-12-20,1423.6075439453125,1431.824432234984,1400.1372425154682,1417.6573039476984,7396259
2022-12-21,1425.732666015625,1436.5468615586603,1418.9323750103279,1430.8800100337742,6236361
2022-12-22,1437.5384521484375,1444.9997136201623,1427.810311959594,1437.0189446975508,6302640
2022-12-23,1413.9737548828125,1426.0630831837523,1410.1014297417296,1424.9296438035758,6283822
2022-12-26,1418.9794921875,1426.063055831315,1413.2653713978718,1417.1849663392582,4115459
2022-12-27,1430.73828125,1436.9717947188592,1414.351659043433,1426.1103295575908,4860076
2022-12-28,1426.29931640625,1440.2774808775057,1415.2961567272368,1421.5296702949852,5029860
2022-12-29,1433.2884521484375,1436.8302343122002,1417.657340748743,1420.4907664797531,4624745
2022-12-30,1424.4573974609375,1445.424815295315,1420.5379177608472,1443.158051841277,5060544
2023-01-02,1439.380126953125,1441.7413148254234,1420.5378938491342,1429.9353754639312,3801140
2023-01-03,1438.0107421875,1447.5499185184115,1430.9743328684137,1435.4605900069873,4551130
2023-01-04,1411.801513671875,1436.5467167186507,1408.3068864084412,1436.5467167186507,7059590
2023-01-05,1393.289794921875,1422.2852532783609,1387.6702134939665,1422.2852532783609,9868404
2023-01-06,1368.0723876953125,1393.1009816020614,1366.1834372117844,1388.3786053932408,6443714
2023-01-09,1402.0262451171875,1406.6541969216976,1367.7890171490933,1367.7890171490933,11498717
2023-01-10,1388.1424560546875,1401.5068034902176,1373.314241202049,1399.7122775118537,7158624
2023-01-11,1389.5592041015625,1411.0460159236936,1382.7117585758283,1388.3786100454015,6173092
2023-01-12,1398.389892578125,1402.545606321999,1374.2113516488273,1399.6649109799423,6591385
2023-01-13,1420.1600341796875,1435.0355172875645,1386.4894731659233,1401.1288374943101,11610426
2023-01-16,1440.796875,1443.1580629301868,1418.885097124818,1426.1575098328417,6073063
2023-01-17,1454.01953125,1456.5695681043862,1439.3801660441702,1442.2135915678791,5922644
2023-01-18,1459.5919189453125,1465.6837375420089,1454.1139169618264,1458.9779870397253,5843098
2023-01-19,1453.4530029296875,1463.5116875227866,1441.4109433459862,1454.3974781911543,6165284
2023-01-20,1440.84423828125,1459.2142354520247,1439.3802555526768,1452.6029088189086,6496429
2023-01-23,1462.047607421875,1467.0533720913706,1443.2525279113988,1449.7694298401668,4855020
2023-01-24,1465.7310791015625,1481.692732965586,1463.700434372558,1473.3813051274014,5200802
2023-01-25,1457.3253173828125,1469.603495688695,1453.3112975520432,1461.103218400007,4158617
2023-01-27,1434.799560546875,1464.8338035145046,1423.7019766575365,1460.1586972695673,6209955
2023-01-30,1453.3583984375,1458.269623071828,1435.60221960439,1443.9136469927344,6964719
2023-01-31,1448.5888671875,1462.897689814284,1428.9910063926243,1462.897689814284,9448126
2023-02-01,1464.9754638671875,1468.7062100933274,1443.2053796201194,1456.5696115045794,6194199
2023-02-02,1495.8125,1498.8347743250388,1465.825414364641,1465.825414364641,6916834
2023-02-03,1510.5936279296875,1515.5521226311844,1485.6594600865421,1508.7991020268603,7040194
2023-02-06,1482.684326171875,1509.2713253305099,1474.8924060004254,1509.2713253305099,4570612
2023-02-07,1475.648193359375,1488.5403039272026,1468.7534777319238,1481.8817071186038,4336238
2023-02-08,1502.1878662109375,1513.9938066872887,1478.5759852582348,1478.5759852582348,7983338
2023-02-09,1527.2164306640625,1529.8137375189335,1497.98496872347,1507.5712999720852,6904911
2023-02-10,1519.2354736328125,1526.555155683882,1507.8072326482136,1523.3910718537165,4786762
2023-02-13,1480.4176025390625,1508.3268907484492,1479.0481596193308,1508.3268907484492,4001199
2023-02-14,1504.7850341796875,1507.3823408446767,1490.5234824594945,1496.7097255224974,5043736
2023-02-15,1508.3740234375,1510.215703788586,1488.4927762168927,1496.0485771113947,3465747
2023-02-16,1512.8603515625,1524.8078700564581,1509.129605519481,1511.1602501641144,4290289
2023-02-17,1495.8597412109375,1506.4378164382567,1488.020551597789,1505.4933413182328,2857734
2023-02-20,1504.0294189453125,1513.9936779772104,1494.6319372420057,1496.9458552617011,2417716
2023-02-21,1491.7984619140625,1512.7186090190055,1488.4927989721828,1509.9323382211396,2723288
2023-02-22,1475.081298828125,1487.5483243821882,1468.942210505278,1476.2146228630859,3656244
2023-02-23,1464.59765625,1482.6843795085974,1462.189313649435,1482.6843795085974,4766854
2023-02-24,1464.550537109375,1481.8816345054386,1459.2142290063114,1473.3813574432659,2790986
2023-02-27,1425.4964599609375,1454.4918023717858,1418.6017449106637,1454.4918023717858,4920268
2023-02-28,1404.9541015625,1439.3801757917481,1399.0511316814643,1431.4465612131598,9679811
2023-03-01,1412.9820556640625,1417.515467084759,1399.2398964901226,1409.5346984022876,5125043
2023-03-02,1390.4090576171875,1405.945627075072,1385.8283763876411,1402.5455397341907,4644499
2023-03-03,1397.1622314453125,1407.0792212012427,1391.2119914748005,1404.1985256789949,4615015
2023-03-06,1423.749267578125,1435.9802920836578,1410.2433397481302,1411.565628247701,6561742
2023-03-08,1409.8179931640625,1412.9348072381556,1398.8621046156106,1407.787463850127,4137080
2023-03-09,1398.201171875,1415.1544563587315,1392.723169352252,1411.9904873552425,5104656
2023-03-10,1389.842529296875,1392.439836101771,1376.7143009336512,1378.9337945993584,3699580
2023-03-13,1355.416259765625,1396.2176552723176,1348.7105092835448,1382.9004634719615,8798403
2023-03-14,1341.1546630859375,1367.9305095334394,1332.6543870522942,1360.9886404977717,7402784
2023-03-15,1340.82421875,1362.7359969137106,1338.1796421164158,1358.1553153273069,7556182
2023-03-16,1326.1376953125,1339.0770756065745,1321.0375058276966,1339.0770756065745,7323117
2023-03-17,1341.81591796875,1362.7833373255735,1333.0323674735994,1350.5995837562878,9090018
2023-03-20,1325.712646484375,1340.8714043712364,1307.9564664876032,1340.8714043712364,8221829
2023-03-21,1313.4815673828125,1326.9876083750403,1312.8204808834917,1321.3207573784207,8536755
2023-03-22,1312.1121826171875,1329.1127363599333,1305.406431699359,1325.0987167262294,8356487
2023-03-23,1298.2283935546875,1307.106367935978,1293.9309854059134,1307.106367935978,7607718
2023-03-24,1303.98974609375,1321.2735735840522,1301.0146260682202,1310.9316159583955,7559127
2023-03-27,1311.8287353515625,1318.2512125956143,1297.8033021986503,1309.2786985209889,4170193
2023-03-28,1301.1090087890625,1320.3763258731558,1299.4561771937276,1314.8038991504077,6633366
2023-03-29,1306.728515625,1312.7259091986514,1288.7834894816347,1302.4311079842478,8813966
2023-03-31,1348.663330078125,1350.5522804982309,1316.504018351253,1326.043194914311,8711975
2023-04-03,1332.5126953125,1355.3217924388478,1327.129233264361,1355.3217924388478,5242764
2023-04-05,1344.5076904296875,1348.2383212787956,1322.265253793565,1322.265253793565,7506334
2023-04-06,1342.9493408203125,1349.0884297614841,1332.040605892507,1337.3769139536948,6948465
2023-04-10,1348.3328857421875,1354.3775505885087,1336.4325202808507,1344.88552791408,4993788
2023-04-11,1328.0738525390625,1353.763532384397,1311.8760794712748,1349.560663775903,6942255
2023-04-12,1348.993896484375,1352.0161708331361,1322.2652037487883,1334.5906505149685,5831169
2023-04-13,1312.0648193359375,1332.7016933940142,1306.2091195805815,1331.473829594161,11267238
2023-04-17,1188.4332275390625,1191.1249588849823,1119.4865357773094,1180.877425702158,53171705
2023-04-18,1189.4248046875,1199.43621861962,1183.5218347637995,1199.43621861962,12430884
2023-04-19,1163.7823486328125,1184.7024983295853,1161.1378871271065,1184.7024983295853,11307230
2023-04-20,1155.4710693359375,1169.1186908818133,1153.5821187943689,1162.3656696372277,8621249
2023-04-21,1159.20166015625,1164.7740871182325,1152.2597902162931,1159.9100165846617,8691352
2023-04-24,1158.2100830078125,1161.7045954299535,1150.3708920599054,1159.815644868279,8313774
2023-04-25,1156.8876953125,1166.8991093720679,1147.5373677758498,1157.8793250968768,6808576
2023-04-26,1159.390625,1164.537968932259,1152.7792983312847,1159.8155927403195,5680192
2023-04-27,1177.0521240234375,1178.5161065835055,1157.359840734158,1161.7044032488088,8020704
2023-04-28,1183.1912841796875,1189.0942540668343,1175.8243316435762,1185.9774398494685,10118277
2023-05-02,1206.5198974609375,1208.6922367167485,1184.8915058340867,1184.8915058340867,8886401
2023-05-03,1198.6806640625,1201.84463276809,1192.0220681137102,1195.7055442706499,5549783
2023-05-04,1202.8363037109375,1204.9613726753178,1192.3998077911442,1198.4916260387529,4505401
2023-05-05,1189.188720703125,1207.9838005488753,1184.6080389667136,1207.9838005488753,5373791
2023-05-08,1195.3277587890625,1199.7668612883554,1185.5051939075663,1192.3526389284218,5260842
2023-05-09,1200.14453125,1201.3723950663111,1190.6997797164597,1195.7055441461869,4969897
2023-05-10,1193.1082763671875,1205.528148097129,1189.235951170682,1205.528148097129,6515734
2023-05-11,1186.355224609375,1205.0558788815872,1183.474644548764,1199.7195711727468,6888461
2023-05-12,1176.060546875,1186.2609257933639,1170.2521162636658,1183.7580432975035,8292212
2023-05-15,1188.480224609375,1198.4444830781301,1176.4854368999781,1180.499456093834,5534710
2023-05-16,1194.0999755859375,1203.214068529111,1192.6359929897676,1194.7610620725052,5236469
2023-05-17,1177.6661376953125,1190.9359449419283,1173.4631539235777,1190.6054016838411,10465667
2023-05-18,1176.8160400390625,1189.7081489294264,1173.463107130668,1188.7164039023305,6948732
2023-05-19,1198.444580078125,1202.6002939324767,1183.2385527244203,1186.3080970622827,11094136
2023-05-22,1221.017578125,1223.6620394953802,1199.7196163623314,1202.2696532716948,7625947
2023-05-23,1227.864990234375,1241.182067065946,1225.0315647258542,1227.0620941063908,7436031
2023-05-24,1226.5426025390625,1232.539996320924,1219.6007336642347,1224.3231091290659,4824077
2023-05-25,1231.9261474609375,1234.4290296844197,1217.6645956546581,1222.6230902268412,4334121
2023-05-26,1244.2989501953125,1249.965802051454,1233.4847540201342,1233.4847540201342,5521606
